1941-12-15,5,7293,WILD IS THE RIVER,LOUIS BROMFIELD
1941-12-15,6,817,BOTANY BAY,CHARLES NORDHOFF AND JAMES NORMAN HALL
1941-12-22,1,7313,WINDSWEPT,MARY ELLEN CHASE
1941-12-22,2,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1941-12-22,3,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1941-12-22,4,3921,SARATOGA TRUNK,EDNA FERBER
1941-12-22,5,7293,WILD IS THE RIVER,LOUIS BROMFIELD
1941-12-22,6,817,BOTANY BAY,CHARLES NORDHOFF AND JAMES NORMAN HALL
1941-12-29,1,3921,SARATOGA TRUNK,EDNA FERBER
1941-12-29,2,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1941-12-29,3,7313,WINDSWEPT,MARY ELLEN CHASE
1941-12-29,4,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1941-12-29,5,817,BOTANY BAY,CHARLES NORDHOFF AND JAMES NORMAN HALL
1941-12-29,6,7293,WILD IS THE RIVER,LOUIS BROMFIELD
1942-01-05,1,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-01-05,2,7313,WINDSWEPT,MARY ELLEN CHASE
1942-01-05,3,3921,SARATOGA TRUNK,EDNA FERBER
1942-01-05,4,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-01-05,5,7293,WILD IS THE RIVER,LOUIS BROMFIELD
1942-01-05,6,817,BOTANY BAY,CHARLES NORDHOFF AND JAMES NORMAN HALL
1942-01-12,1,7313,WINDSWEPT,MARY ELLEN CHASE
1942-01-12,2,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-01-12,3,3921,SARATOGA TRUNK,EDNA FERBER
1942-01-12,4,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-01-12,5,7293,WILD IS THE RIVER,LOUIS BROMFIELD
1942-01-12,6,817,BOTANY BAY,CHARLES NORDHOFF AND JAMES NORMAN HALL
1942-01-19,1,7313,WINDSWEPT,MARY ELLEN CHASE
1942-01-19,2,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-01-19,3,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-01-19,4,3921,SARATOGA TRUNK,EDNA FERBER
1942-01-19,5,2752,LONELY PARADE,FANNIE HURST
1942-01-19,6,3516,PIED PIPER,NEVIL SHUTE
1942-01-26,1,7313,WINDSWEPT,MARY ELLEN CHASE
1942-01-26,2,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-01-26,3,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-01-26,4,3921,SARATOGA TRUNK,EDNA FERBER
1942-01-26,5,1529,DRAGON'S TEETH,UPTON SINCLAIR
1942-01-26,6,3516,PIED PIPER,NEVIL SHUTE
1942-02-02,1,7313,WINDSWEPT,MARY ELLEN CHASE
1942-02-02,2,1525,DRAGON SEED,PEARL S. BUCK
1942-02-02,3,3921,SARATOGA TRUNK,EDNA FERBER
1942-02-02,4,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-02-02,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-02-02,6,5496,THE IVORY MISCHIEF,ARTHUR MEEKER
1942-02-09,1,1525,DRAGON SEED,PEARL S. BUCK
1942-02-09,2,7313,WINDSWEPT,MARY ELLEN CHASE
1942-02-09,3,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-02-09,4,3921,SARATOGA TRUNK,EDNA FERBER
1942-02-09,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-02-09,6,400,ALONG THESE STREETS,STRUTHERS BURT
1942-02-16,1,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-02-16,2,1525,DRAGON SEED,PEARL S. BUCK
1942-02-16,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-02-16,4,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-02-16,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-02-16,6,3516,PIED PIPER,NEVIL SHUTE
1942-02-23,1,1525,DRAGON SEED,PEARL S. BUCK
1942-02-23,2,7313,WINDSWEPT,MARY ELLEN CHASE
1942-02-23,3,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-02-23,4,400,ALONG THESE STREETS,STRUTHERS BURT
1942-02-23,5,3516,PIED PIPER,NEVIL SHUTE
1942-02-23,6,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-03-02,1,1525,DRAGON SEED,PEARL S. BUCK
1942-03-02,2,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-03-02,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-03-02,4,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-03-02,5,3516,PIED PIPER,NEVIL SHUTE
1942-03-02,6,400,ALONG THESE STREETS,STRUTHERS BURT
1942-03-09,1,1525,DRAGON SEED,PEARL S. BUCK
1942-03-09,2,7313,WINDSWEPT,MARY ELLEN CHASE
1942-03-09,3,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-03-09,4,5530,THE KEYS OF THE KINGDOM,A. J. CRONIN
1942-03-09,5,3516,PIED PIPER,NEVIL SHUTE
1942-03-09,6,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-03-16,1,1525,DRAGON SEED,PEARL S. BUCK
1942-03-16,2,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-03-16,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-03-16,4,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-03-16,5,3516,PIED PIPER,NEVIL SHUTE
1942-03-16,6,2904,MARION ALIVE,VICKI BAUM
1942-03-23,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-03-23,2,1525,DRAGON SEED,PEARL S. BUCK
1942-03-23,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-03-23,4,834,BRIDE OF GLORY,BRADDA FIELD
1942-03-23,5,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-03-30,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-03-30,2,1525,DRAGON SEED,PEARL S. BUCK
1942-03-30,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-03-30,4,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-03-30,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-04-06,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-04-06,2,1525,DRAGON SEED,PEARL S. BUCK
1942-04-06,3,7313,WINDSWEPT,MARY ELLEN CHASE
1942-04-06,4,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-04-06,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-04-13,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-04-13,2,1525,DRAGON SEED,PEARL S. BUCK
1942-04-13,3,3516,PIED PIPER,NEVIL SHUTE
1942-04-13,4,834,BRIDE OF GLORY,BRADDA FIELD
1942-04-13,5,1927,FRENCHMAN'S CREEK,DAPHNE DU MAURIER
1942-04-20,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-04-20,2,1525,DRAGON SEED,PEARL S. BUCK
1942-04-20,3,2460,ISLANDIA,AUSTIN WRIGHT
1942-04-20,4,3398,ONLY ONE STORM,GRANVILLE HICKS
1942-04-20,5,3516,PIED PIPER,NEVIL SHUTE
1942-04-27,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-04-27,2,1525,DRAGON SEED,PEARL S. BUCK
1942-04-27,3,2460,ISLANDIA,AUSTIN WRIGHT
1942-04-27,4,3398,ONLY ONE STORM,GRANVILLE HICKS
1942-04-27,5,6422,THE STRONG CITY,TAYLOR CALDWELL
1942-05-04,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-05-04,2,1525,DRAGON SEED,PEARL S. BUCK
1942-05-04,3,2460,ISLANDIA,AUSTIN WRIGHT
1942-05-04,4,3398,ONLY ONE STORM,GRANVILLE HICKS
1942-05-04,5,6422,THE STRONG CITY,TAYLOR CALDWELL
1942-05-11,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-05-11,2,1525,DRAGON SEED,PEARL S. BUCK
1942-05-11,3,2460,ISLANDIA,AUSTIN WRIGHT
1942-05-11,4,3398,ONLY ONE STORM,GRANVILLE HICKS
1942-05-11,5,6439,THE SUN IS MY UNDOING,MARGUERITE STEEN
1942-05-18,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-05-18,2,2460,ISLANDIA,AUSTIN WRIGHT
1942-05-18,3,1525,DRAGON SEED,PEARL S. BUCK
1942-05-18,4,3398,ONLY ONE STORM,GRANVILLE HICKS
1942-05-18,5,4819,THE CHILDREN,NINA FEDOROVA
1942-05-25,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-05-25,2,2460,ISLANDIA,AUSTIN WRIGHT
1942-05-25,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-05-25,4,6422,THE STRONG CITY,TAYLOR CALDWELL
1942-05-25,5,1525,DRAGON SEED,PEARL S. BUCK
1942-06-01,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-06-01,2,2460,ISLANDIA,AUSTIN WRIGHT
1942-06-01,3,1525,DRAGON SEED,PEARL S. BUCK
1942-06-01,4,956,CASTLE ON THE HILL,ELIZABETH GOUDGE
1942-06-01,5,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-06-08,1,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-06-08,2,2460,ISLANDIA,AUSTIN WRIGHT
1942-06-08,3,450,AND NOW TOMORROW,RACHEL FIELD
1942-06-08,4,1525,DRAGON SEED,PEARL S. BUCK
1942-06-08,5,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-06-15,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-06-15,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-06-15,3,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-06-15,4,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-06-15,5,2460,ISLANDIA,AUSTIN WRIGHT
1942-06-22,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-06-22,2,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-06-22,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-06-22,4,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-06-22,5,4872,THE COMMANDOS,ELLIOTT ARNOLD
1942-06-29,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-06-29,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-06-29,3,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-06-29,4,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-06-29,5,5419,THE HOUR BEFORE THE DAWN,W. SOMERSET MAUGHAM
1942-07-06,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-07-06,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-07-06,3,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-07-06,4,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-07-06,5,5419,THE HOUR BEFORE THE DAWN,W. SOMERSET MAUGHAM
1942-07-13,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-07-13,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-07-13,3,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-07-13,4,5419,THE HOUR BEFORE THE DAWN,W. SOMERSET MAUGHAM
1942-07-13,5,5820,THE MOON IS DOWN,JOHN STEINBECK
1942-07-20,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-07-20,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-07-20,3,5419,THE HOUR BEFORE THE DAWN,W. SOMERSET MAUGHAM
1942-07-20,4,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-07-20,5,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-07-27,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-07-27,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-07-27,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-07-27,4,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-07-27,5,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-08-03,1,450,AND NOW TOMORROW,RACHEL FIELD
1942-08-03,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-08-03,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-08-03,4,7076,UNTIL THE DAY BREAK,LOUIS BROMFIELD
1942-08-03,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-08-10,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-08-10,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-08-10,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-08-10,4,6585,THE UNINVITED,DOROTHY MACARDLE
1942-08-10,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-08-17,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-08-17,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-08-17,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-08-17,4,6585,THE UNINVITED,DOROTHY MACARDLE
1942-08-17,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-08-24,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-08-24,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-08-24,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-08-24,4,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-08-24,5,6585,THE UNINVITED,DOROTHY MACARDLE
1942-08-31,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-08-31,2,450,AND NOW TOMORROW,RACHEL FIELD
1942-08-31,3,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-08-31,4,6585,THE UNINVITED,DOROTHY MACARDLE
1942-08-31,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-09-07,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-09-07,2,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-09-07,3,450,AND NOW TOMORROW,RACHEL FIELD
1942-09-07,4,6585,THE UNINVITED,DOROTHY MACARDLE
1942-09-07,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-09-14,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-09-14,2,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-09-14,3,450,AND NOW TOMORROW,RACHEL FIELD
1942-09-14,4,6585,THE UNINVITED,DOROTHY MACARDLE
1942-09-14,5,5017,THE DRUMS OF MORNING,PHILIP VAN DOREN STERN
1942-09-21,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-09-21,2,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-09-21,3,450,AND NOW TOMORROW,RACHEL FIELD
1942-09-21,4,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-09-21,5,6585,THE UNINVITED,DOROTHY MACARDLE
1942-09-28,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-09-28,2,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-09-28,3,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-09-28,4,450,AND NOW TOMORROW,RACHEL FIELD
1942-09-28,5,1552,DRIVIN' WOMAN,ELIZABETH CHEVALIER
1942-10-05,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-10-05,2,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-10-05,3,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-10-05,4,533,ASSIGNMENT IN BRITTANY,HELEN MACINNES
1942-10-05,5,450,AND NOW TOMORROW,RACHEL FIELD
1942-10-12,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-10-12,2,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-10-12,3,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-10-12,4,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-10-12,5,450,AND NOW TOMORROW,RACHEL FIELD
1942-10-19,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-10-19,2,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-10-19,3,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-10-19,4,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-10-19,5,6585,THE UNINVITED,DOROTHY MACARDLE
1942-10-26,1,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-10-26,2,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-10-26,3,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-10-26,4,4079,SIGNED WITH THEIR HONOUR,JAMES ALDRIDGE
1942-10-26,5,2261,HOSTAGES,STEFAN HEYM
1942-11-02,1,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-11-02,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-11-02,3,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-11-02,4,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-11-02,5,2261,HOSTAGES,STEFAN HEYM
1942-11-09,1,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-11-09,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-11-09,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-11-09,4,2767,LOOK TO THE MOUNTAIN,LEGRAND CANNON
1942-11-09,5,6157,THE ROBE,LLOYD C. DOUGLAS
1942-11-16,1,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-11-16,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-11-16,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-11-16,4,2767,LOOK TO THE MOUNTAIN,LEGRAND CANNON
1942-11-16,5,6265,THE SEVENTH CROSS,ANNA SEGHERS
1942-11-23,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-11-23,2,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-11-23,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-11-23,4,2767,LOOK TO THE MOUNTAIN,LEGRAND CANNON
1942-11-23,5,6157,THE ROBE,LLOYD C. DOUGLAS
1942-11-30,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-11-30,2,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-11-30,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-11-30,4,6157,THE ROBE,LLOYD C. DOUGLAS
1942-11-30,5,2767,LOOK TO THE MOUNTAIN,LEGRAND CANNON
1942-12-07,1,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-12-07,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-12-07,3,6157,THE ROBE,LLOYD C. DOUGLAS
1942-12-07,4,3770,REPRISAL,ETHEL VANCE
1942-12-07,5,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-12-14,1,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-12-14,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-12-14,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-12-14,4,6157,THE ROBE,LLOYD C. DOUGLAS
1942-12-14,5,3770,REPRISAL,ETHEL VANCE
1942-12-21,1,6157,THE ROBE,LLOYD C. DOUGLAS
1942-12-21,2,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-12-21,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-12-21,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-12-21,5,3770,REPRISAL,ETHEL VANCE
1942-12-28,1,6157,THE ROBE,LLOYD C. DOUGLAS
1942-12-28,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1942-12-28,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1942-12-28,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1942-12-28,5,6265,THE SEVENTH CROSS,ANNA SEGHERS
1943-01-04,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-01-04,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-01-04,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-01-04,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-01-04,5,2767,LOOK TO THE MOUNTAIN,LEGRAND CANNON
1943-01-11,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-01-11,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-01-11,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-01-11,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-01-11,5,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-01-18,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-01-18,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-01-18,3,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-01-18,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-01-18,5,3819,RIVERS OF GLORY,F. VAN WYCK MASON
1943-01-25,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-01-25,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-01-25,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-01-25,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-01-25,5,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-02-01,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-02-01,2,6157,THE ROBE,LLOYD C. DOUGLAS
1943-02-01,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-02-01,4,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-02-01,5,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-02-08,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-02-08,2,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-02-08,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-02-08,4,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-02-08,5,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-02-15,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-02-15,2,6157,THE ROBE,LLOYD C. DOUGLAS
1943-02-15,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-02-15,4,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-02-15,5,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-02-22,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-02-22,2,6157,THE ROBE,LLOYD C. DOUGLAS
1943-02-22,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-02-22,4,723,BLACK-OUT IN GRETLEY,J. B. PRIESTLEY
1943-02-22,5,6355,THE SONG OF BERNADETTE,FRANZ WERFEL
1943-03-01,1,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-03-01,2,6157,THE ROBE,LLOYD C. DOUGLAS
1943-03-01,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-03-01,4,723,BLACK-OUT IN GRETLEY,J. B. PRIESTLEY
1943-03-01,5,6064,THE PRODIGAL WOMEN,NANCY HALE
1943-03-08,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-03-08,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-03-08,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-03-08,4,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-03-08,5,723,BLACK-OUT IN GRETLEY,J. B. PRIESTLEY
1943-03-15,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-03-15,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-03-15,3,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-03-15,4,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-03-15,5,723,BLACK-OUT IN GRETLEY,J. B. PRIESTLEY
1943-03-22,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-03-22,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-03-22,3,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-03-22,4,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-03-22,5,1145,CONGO SONG,STUART CLOETE
1943-03-29,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-03-29,2,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-03-29,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-03-29,4,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-03-29,5,723,BLACK-OUT IN GRETLEY,J. B. PRIESTLEY
1943-04-05,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-04-05,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-04-05,3,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-04-05,4,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-04-05,5,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-04-12,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-04-12,2,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-04-12,3,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-04-12,4,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-04-12,5,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-04-19,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-04-19,2,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-04-19,3,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-04-19,4,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-04-19,5,3122,MRS. PARKINGTON,LOUIS BROMFIELD
1943-04-26,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-04-26,2,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-04-26,3,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-04-26,4,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-04-26,5,1700,EXPERIMENT PERILOUS,MARGARET CARPENTER
1943-05-03,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-05-03,2,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-05-03,3,1988,GIDEON PLANISH,SINCLAIR LEWIS
1943-05-03,4,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-05-03,5,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-05-10,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-05-10,2,5439,THE HUMAN COMEDY,WILLIAM SAROYAN
1943-05-10,3,5179,THE FOREST AND THE FORT,HERVEY ALLEN
1943-05-10,4,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
1943-05-10,5,1700,EXPERIMENT PERILOUS,MARGARET CARPENTER
1943-05-17,1,6157,THE ROBE,LLOYD C. DOUGLAS
1943-05-17,2,1988,GIDEON PLANISH,SINCLAIR LEWIS
1943-05-17,3,6594,THE VALLEY OF DECISION,MARCIA DAVENPORT
